Protein,ProteinName,Gene,nFragment,nPeptide,AgedMacro_Aging_Macro_10_1,AgedMacro_Aging_Macro_12_1,AgedMacro_Aging_Macro_14_1,AgedMacro_Aging_Macro_17_1,AgedMacro_Aging_Macro_25_1,AgedMacro_Aging_Macro_27_1,AgedMacro_Aging_Macro_31_1,AgedMacro_Aging_Macro_34_1,AgedMacro_Aging_Macro_38_1,AgedMacro_Aging_Macro_42_1,AgedMacro_Aging_Macro_45_1,AgedMacro_Aging_Macro_46_1,AgedMacro_Aging_Macro_53_1,AgedVehicle_Aging_Macro_11_1,AgedVehicle_Aging_Macro_16_1,AgedVehicle_Aging_Macro_18_1,AgedVehicle_Aging_Macro_23_1,AgedVehicle_Aging_Macro_26_1,AgedVehicle_Aging_Macro_29_1,AgedVehicle_Aging_Macro_33_1,AgedVehicle_Aging_Macro_37_1,AgedVehicle_Aging_Macro_54_1,Young_Aging_Macro_101_1,Young_Aging_Macro_102_1,Young_Aging_Macro_103_1,Young_Aging_Macro_104_1,Young_Aging_Macro_105_1,Young_Aging_Macro_106_1,Young_Aging_Macro_107_1,Young_Aging_Macro_108_1,Young_Aging_Macro_109_1,Young_Aging_Macro_110_1,Young_Aging_Macro_111_1,Young_Aging_Macro_112_1,Young_Aging_Macro_113_1,Young_Aging_Macro_114_1,Young_Aging_Macro_115_1,Young_Aging_Macro_116_1,Young_Aging_Macro_117_1,Young_Aging_Macro_118_1,Young_Aging_Macro_119_1,Young_Aging_Macro_120_1
Q8K0E8|FIBB_MOUSE,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],Fgb,317,40,1.52E+07,1.44E+07,1.80E+07,1.53E+07,3.51E+07,1.26E+07,2.59E+07,79266,2.86E+07,1.18E+06,1.41E+07,1.25E+07,1.84E+07,9.05E+06,1.79E+07,1.77E+07,2.45E+07,8.83E+06,2.91E+07,1.28E+07,2.29E+07,2.34E+06,698312,348966,1.08E+06,102480,1.56E+07,1.51E+07,1.44E+07,1.46E+07,332617,1.41E+07,1.38E+07,338604,1.31E+06,368487,2.76E+06,1.09E+07,372401,9.72E+06,6.45E+06,1.60E+07
Q9ESL8|FGF16_MOUSE,Fibroblast growth factor 16 (FGF-16),Fgf16,9,2,1.03E+06,1.45E+06,1.45E+06,1.39E+06,781082,1.14E+06,885017,967846,788827,798771,1.50E+06,1.21E+06,730000,1.66E+06,1.18E+06,1.34E+06,1.18E+06,792964,1.16E+06,902876,1.04E+06,852089,1.31E+06,1.26E+06,1.35E+06,760404,1.33E+06,1.60E+06,1.18E+06,0,1.16E+06,1.45E+06,1.46E+06,1.39E+06,1.76E+06,2.02E+06,1.24E+06,708717,978018,801858,1.04E+06,1.25E+06
Q8VCM7|FIBG_MOUSE,Fibrinogen gamma chain,Fgg,207,30,8.39E+06,9.43E+06,1.19E+07,1.01E+07,2.32E+07,8.27E+06,1.68E+07,57916,1.61E+07,837020,9.43E+06,8.57E+06,1.28E+07,6.03E+06,1.20E+07,1.15E+07,1.63E+07,5.74E+06,1.90E+07,8.34E+06,1.47E+07,1.63E+06,510478,234809,758244,55224.7,9.84E+06,1.01E+07,9.85E+06,9.74E+06,256795,8.98E+06,8.62E+06,268158,889052,267362,1.92E+06,6.41E+06,261815,6.50E+06,4.48E+06,1.04E+07
Q2VIS4|FILA2_MOUSE,Filaggrin-2 (FLG-2) (Intermediate filament-associated protein),Flg2,5,1,10561.3,12712.8,14724.6,15070.8,20789.8,20844.9,24916.2,14628.8,11040.5,15625.4,10764.8,13248.1,12232.1,13409.6,16819.8,15258.4,23000.5,19206.9,30850.7,19329.2,37461.6,13746.2,12789.8,12472.9,13007.4,9000.45,14707.3,14549.1,0,0,0,7946.18,11664.4,12550,11775.3,11529.4,14883.1,8327.62,14136.1,13323.6,11217.9,11800.8
Q8VHX6|FLNC_MOUSE,Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin),Flnc,5,1,66294.3,47560.1,56185.4,65137.3,36491.8,40077.5,40016.3,50482.8,37788.6,49577.6,51857.7,44692.5,52471.6,62966.9,69804.9,54158,56078,49464.2,42040.9,42252.4,37262.3,37984.6,69610.7,66738,68386,41636.6,84135.1,95306.8,80493,0,75763.1,63800.5,55872.7,60294.8,58443.5,84680,66192,45854.8,65627.7,54620.3,55637.6,47735.3
P11276|FINC_MOUSE,Fibronectin (FN) [Cleaved into: Anastellin],Fn1,443,65,6.44E+06,6.29E+06,6.91E+06,5.86E+06,9.82E+06,8.39E+06,9.79E+06,6.52E+06,5.46E+06,8.36E+06,5.34E+06,4.69E+06,6.40E+06,6.16E+06,5.90E+06,6.24E+06,8.92E+06,8.82E+06,9.21E+06,1.03E+07,7.08E+06,7.57E+06,5.50E+06,4.15E+06,5.53E+06,3.72E+06,5.42E+06,5.47E+06,6.22E+06,5.39E+06,4.48E+06,5.12E+06,6.10E+06,4.48E+06,5.35E+06,4.85E+06,6.34E+06,4.61E+06,5.71E+06,6.17E+06,5.67E+06,6.03E+06
Q6NWW9|FND3B_MOUSE,Fibronectin type III domain-containing protein 3B (Factor for adipocyte differentiation 104) (HCV NS5A-binding protein 37),Fndc3b,6,1,35018.7,23029.3,19043.3,21933,19917.2,7020.72,20801.1,21012.8,11143.6,21924.9,34862.2,37094.3,24251.2,31594.1,29545.7,22298.2,18065.4,20133,10347.2,13040.3,32066.5,39701.4,22493.2,19647.7,10522.4,12288,18352.8,32515.5,44835.8,0,25317.1,21291.3,12553,12632.9,12971.7,23400.1,29227.8,14783,38443.2,36881.9,31576.9,24057.4
O08790|FPRS1_MOUSE,Formyl peptide receptor-related sequence 1 (FMLP-related receptor I) (FMLP-R-I) (Formyl peptide receptor related sequence 1) (Formyl peptide receptor-like 1) (Lipoxin A4 receptor) (LXA4 receptor) (N-formyl peptide receptor 2) (N-formyl peptide receptor 3),Fpr-s1,6,1,32598.9,94700.7,82758.6,82724.1,57573.7,54691.3,61704,72397.1,49805,74548.8,109376,148005,86084.6,60023.5,74322.8,91466.5,61250.7,77106.7,36323.9,62826.7,88114.8,125769,79793.2,74976,71466.2,84104.1,50272.6,63407.2,98941.7,75143.8,89330.1,81926.4,65623.1,55719.5,68655.7,53236.9,82357.8,71189.9,111187,126797,120718,125848
Q6NVD0|FREM2_MOUSE,FRAS1-related extracellular matrix protein 2 (ECM3 homolog) (NV domain-containing protein 1),Frem2,5,1,11005.3,12742.2,19689.8,12538.7,50355.2,19212.4,54619,22090.2,20123.8,15566.8,10342.5,6857.72,10056.8,18950.2,16414.9,17111.4,38601.3,34110,42962.5,50616,50734.1,9688.84,9714.07,11316.4,4389.96,3556.93,8089.51,8768.69,12370.4,0,7949.81,6494.47,5972.53,4081.72,7918.19,10667.4,20334.9,6172.14,10745.5,7966.96,7759.56,7842.21
O35601|FYB1_MOUSE,FYN-binding protein 1 (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein),Fyb1,6,1,17482.6,24683.8,34162.8,26066.2,23811.9,18279.1,22014.4,24314.4,16692.2,16553.8,29451.5,27209.5,16954.5,26766.5,25970.6,24306.7,25948.3,25266.5,22911.8,0,10310,14260.2,20521.5,22356.8,21111.1,10237.8,18152.9,13397.6,22069.1,0,21800.5,18272.3,17013.6,9093.34,17517.6,20010.4,22364.5,12484.4,21243.1,18924.9,17233.3,0
Q00612|G6PD1_MOUSE,Glucose-6-phosphate 1-dehydrogenase X (G6PD) (EC 1.1.1.49),G6pdx,6,1,0,926545,881159,1.08E+06,583750,571239,0,651792,0,929218,0,959440,849274,0,982864,1.07E+06,677195,401980,479487,0,690192,913670,1.04E+06,660883,928838,476342,660707,0,0,0,1.01E+06,0,884418,846292,857113,684790,866688,440995,885348,959756,995589,964099
P16858|G3P_MOUSE,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),Gapdh,10,2,0,0,0,4381.8,10450,12856.5,4704.23,36868.7,7819.09,64324.1,1095.94,12810.8,23575.5,1900.72,0,0,2243.36,29313.6,5204.7,3951.75,7452.9,26856,25393.7,114071,7868.1,19304.1,1497.7,0,1464.58,0,37655.5,0,0,36301.6,33627.3,24257.4,12508.9,7846.84,21049,14444.1,9549.64,876.29
P21614|VTDB_MOUSE,Vitamin D-binding protein (DBP) (VDB) (Gc-globulin) (Group-specific component),Gc,185,30,2.41E+06,1.76E+06,1.80E+06,2.05E+06,2.74E+06,3.62E+06,3.05E+06,3.81E+06,2.39E+06,3.61E+06,1.93E+06,2.89E+06,4.18E+06,1.97E+06,3.30E+06,2.01E+06,3.36E+06,3.52E+06,2.81E+06,3.34E+06,1.95E+06,3.91E+06,1.95E+06,3.03E+06,3.21E+06,1.81E+06,3.42E+06,3.14E+06,2.83E+06,2.31E+06,2.72E+06,3.08E+06,3.05E+06,3.06E+06,2.64E+06,2.67E+06,2.94E+06,1.56E+06,2.63E+06,3.39E+06,2.82E+06,2.35E+06
Q9R111|GUAD_MOUSE,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH),Gda,5,1,5142.62,0,0,1731.47,5432.58,9379.1,0,18332.1,0,19258.1,0,0,1948.81,0,7187.82,0,0,8879.32,0,0,4156.29,9619.77,13560.7,25525,6938.22,9942.38,5260.58,4674.06,0,0,12446.5,0,1064.19,23517,13303.8,9040.52,1760.02,0,6957.04,0,5120.48,0
O88513|GEMI_MOUSE,Geminin,Gmnn,6,1,11851.1,14727,17814.8,18941.8,5635.01,32649.6,5726.42,28181.7,12411.8,14126,11889.5,15862.9,25383.6,13508.4,18522.2,18065,13593.8,14229,15517.7,15059.9,3263.27,24276.5,20895.3,22088.5,26375.2,41813.9,35879.8,25627.3,19792.5,20298.2,22767,24372.8,30541.3,34754.4,26374.3,21068.6,32042.1,23804.8,20750,26091.7,18678,18154.3
P30678|GNA15_MOUSE,Guanine nucleotide-binding protein subunit alpha-15 (G alpha-15) (G-protein subunit alpha-15),Gna15,6,1,66658.7,22991.2,20592,30140.7,30217.4,55164,47314.5,51784,92168.5,66234.6,9795.57,12250.4,64834.4,26336.8,33780.9,38333.6,33214.8,39696.3,47736.6,52718.2,0,37828.4,36962.8,34899.7,50405.1,74213,43380,33873.2,31623.2,0,37519.6,36614.5,41385.4,43532.6,35544.9,29032.8,33588.7,64713.4,29884.1,34178.2,26278.3,18358.6
O35930|GP1BA_MOUSE,Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (CD antigen CD42b) [Cleaved into: Glycocalicin],Gp1ba,6,1,19299.8,25832.7,20397.5,22917.1,17205.2,13481.7,19688.1,19908.6,25839.9,24279.1,13548.6,10861,14857.8,26308,8025.58,12460.1,11815.8,18415.7,29733.5,16660.5,16428.3,7239.66,14424.3,14097.8,15309,10469.5,0,13438.5,14625,0,14450.3,13697.1,11316.3,13085.9,12132.8,12744.5,7267.3,12780.2,12319.5,8716.71,11634.6,12854.4
Q8BUV3|GEPH_MOUSE,Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)],Gphn,5,1,120680,170436,189093,139962,194153,108763,152731,112974,99993.4,119860,180713,151159,95326.6,228518,135141,135796,166810,165736,117423,123448,141375,131581,133143,122694,90962.7,56051.7,105348,109270,130371,0,129986,110645,103284,91152.9,106378,136104,141865,73838.1,145705,122826,152957,161718
O70362|PHLD_MOUSE,Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D),Gpld1,68,11,904225,767302,753901,745731,784975,1.03E+06,786173,1.03E+06,845921,1.18E+06,497121,669191,1.11E+06,728116,839856,671368,817434,994979,779933,844062,359250,978597,785424,733746,972288,615605,775406,774312,832376,592911,784042,821248,837509,873364,832219,669532,714614,674769,896412,857967,741956,746589
Q8QZR5|ALAT1_MOUSE,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1),Gpt,4,1,1848.14,2367.07,3279.69,2481.6,3366.41,5341.65,5203.63,3710.98,3228.6,2851.91,0,4135.68,3601.24,3373.15,3192.21,3372.14,4671.54,3847.45,3502.57,0,3684.5,4041.04,2779.2,2894.57,0,0,2071.5,3359.76,3198.62,0,2931.11,0,3031.27,0,3141.16,3569.71,3177.5,2772.52,1957.05,2857.3,2739.02,2595.46
P46412|GPX3_MOUSE,Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P),Gpx3,18,3,279579,236122,197300,237556,203543,58542.7,31318.6,96871.1,111852,223311,345222,269108,267613,300445,317809,192951,197525,194949,154898,265097,157591,391502,243859,209327,367920,205381,333489,373130,352621,297874,280184,325240,357649,344774,367462,336202,330320,267312,378754,404016,378515,332523
P35436|NMDE1_MOUSE,"Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A)",Grin2a,6,1,190063,328768,301429,298941,178414,197043,117062,217210,141355,144084,352130,338494,170300,308778,270233,281383,237205,179248,153640,139333,66023.3,188318,227992,196593,240342,125518,188080,217881,216426,0,219574,201916,197668,189148,211138,240581,200834,132147,193782,167954,220442,246236
P13020|GELS_MOUSE,Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin),Gsn,124,17,1.31E+06,1.48E+06,1.36E+06,1.65E+06,1.38E+06,1.66E+06,1.45E+06,1.70E+06,1.65E+06,1.41E+06,1.35E+06,1.33E+06,1.70E+06,1.36E+06,1.45E+06,1.48E+06,1.41E+06,1.60E+06,1.52E+06,1.45E+06,635924,1.64E+06,2.29E+06,2.25E+06,2.33E+06,1.49E+06,2.04E+06,2.23E+06,2.36E+06,2.09E+06,2.23E+06,2.23E+06,2.31E+06,2.09E+06,2.28E+06,2.25E+06,2.09E+06,2.02E+06,2.30E+06,2.28E+06,2.51E+06,2.43E+06
Q3UJK4|GTPB2_MOUSE,GTP-binding protein 2 (GTP-binding-like protein 2),Gtpbp2,6,1,278303,305841,319319,268294,418492,340996,341873,304618,333625,346970,235693,229181,326568,314176,229165,262592,323611,329044,349924,333252,208428,283241,281246,290537,250848,172393,206835,213141,235749,260700,248714,240654,225668,189153,176887,194861,255647,247083,269114,267151,217053,272686
P01898|HA10_MOUSE,"H-2 class I histocompatibility antigen, Q10 alpha chain",H2-Q10,50,5,697475,954378,1.23E+06,801075,1.35E+06,810601,1.11E+06,850840,672602,764577,961727,959715,654091,961031,813666,798194,1.07E+06,1.15E+06,902079,953944,506698,638170,678789,665080,523252,252336,537335,518111,621602,514270,635547,505769,475771,452856,516840,636045,747131,392324,702696,613415,639335,700906
P14430|HA18_MOUSE,"H-2 class I histocompatibility antigen, Q8 alpha chain",H2-Q8,5,1,2619.64,6584.12,0,8507.48,13164.5,24180,32620.9,14921.9,24619.1,17279.6,0,0,14629.6,2320.53,8005.87,9765.03,0,20273.7,26606.7,17925.6,7168.89,6782.91,10952.3,10751,18135.5,20125,8035.55,3613.28,9014.4,0,12884.3,0,20248.9,0,18724.9,2518.04,11440.9,25512.4,14048.5,0,0,9803.44
Q8K0D2|HABP2_MOUSE,Hyaluronan-binding protein 2 (EC 3.4.21.-) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form],Habp2,6,1,4284.06,3926.13,7202.46,2908.55,7562.81,3840.49,0,4895.23,3804.55,2824.34,5926.23,5614.75,4248.55,4586.71,5067.12,4624.32,5309.56,4437.54,5338.66,6818.58,4464.04,3166.46,4280.17,2653.75,3916.47,1977.58,2032.5,1672.71,1692.1,0,2388.19,3685.88,2045.1,968.69,2454.6,3713.02,4534.22,3105.79,6222.84,3495.46,5051.34,6290.66
P01942|HBA_MOUSE,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain),Hba,69,10,667415,1.15E+06,1.01E+06,2.41E+06,2.18E+06,6.33E+06,1.91E+06,1.85E+07,994373,2.69E+07,293470,889148,3.26E+06,792651,298131,413289,1.03E+06,6.22E+06,932126,2.05E+06,2.51E+06,9.85E+06,7.78E+06,2.29E+07,2.75E+06,1.10E+07,3.21E+06,1.65E+06,1.63E+06,3.86E+06,1.64E+07,2.29E+06,386195,3.04E+07,1.84E+07,9.17E+06,1.69E+06,7.94E+06,8.26E+06,4.62E+06,4.03E+06,1.46E+06
P02088|HBB1_MOUSE,Hemoglobin subunit beta-1 (Beta-1-globin) (Hemoglobin beta-1 chain) (Hemoglobin beta-major chain),Hbb-b1,32,5,1.36E+06,2.78E+06,2.52E+06,5.59E+06,5.01E+06,1.35E+07,4.62E+06,3.70E+07,2.07E+06,4.67E+07,905812,3.27E+06,5.02E+06,1.83E+06,804550,938238,2.34E+06,1.39E+07,1.82E+06,3.88E+06,6.73E+06,2.21E+07,1.86E+07,5.31E+07,5.25E+06,1.82E+07,6.36E+06,3.63E+06,5.19E+06,1.11E+07,3.48E+07,4.53E+06,1.92E+06,6.31E+07,3.85E+07,2.30E+07,3.40E+06,1.05E+07,1.75E+07,8.94E+06,9.16E+06,4.03E+06
Q99N13|HDAC9_MOUSE,Histone deacetylase 9 (HD9) (EC 3.5.1.98) (Histone deacetylase 7B) (HD7b) (Histone deacetylase-related protein) (MEF2-interacting transcription repressor MITR),Hdac9,4,1,15058.9,22156.8,15419.9,19905.6,13781.6,31443.3,19730.2,26658.5,0,20418.4,16447.2,16239.4,17997.5,15203.5,16724.8,22308.8,15727.5,17308.4,22662.4,15868.2,12377.8,31066.1,30687.6,28953.7,32293.2,29924.7,21386.2,9177.56,16615.7,0,25056.3,24513.7,38795.7,22088.5,34137,16413.8,19480,18874.3,20507.4,18580.9,19010.2,19105.2
D3Z4R1|HFM1_MOUSE,Probable ATP-dependent DNA helicase HFM1 (EC 3.6.4.12),Hfm1,6,1,22399,10529.1,12162.6,18767.3,24710.3,40953.5,36504.9,30767.4,36384.9,30939.2,4986.57,10209.9,35663.9,14002.1,23359.8,20050.9,33263.1,36830.1,34736.6,33413.2,25955.7,34006.5,20667.5,22082.5,26616.5,27778.7,27090.7,28493,22218.4,0,22019.2,24627.4,28853,27314.2,24174.1,21566.7,18025.7,23391.6,17360.7,22456.3,17233.7,12023.1
Q9R098|HGFA_MOUSE,Hepatocyte growth factor activator (HGF activator) (HGFA) (EC 3.4.21.-) [Cleaved into: Hepatocyte growth factor activator short chain; Hepatocyte growth factor activator long chain],Hgfac,24,3,87346.4,149670,158218,121240,123366,80054.5,87938.9,110841,45456,86847.5,109365,117337,112363,170635,115219,109508,111758,109590,80522.4,114214,70080.3,113755,107484,104290,95352.1,27961.3,84970.6,103092,115910,117979,105807,82317.3,88117,93762.8,57965.6,128979,115595,55073.6,77289.7,111365,112668,67531
Q61666|HIRA_MOUSE,Protein HIRA (TUP1-like enhancer of split protein 1),Hira,6,1,12396.7,16701.2,19339.5,20020.2,17691.2,17843.7,16961.1,20113.3,11768.8,22974.6,22702,26483.2,15784.1,20970.7,19031.3,23066.4,17135.4,25116.6,15239.4,18676.6,14028.8,23939.2,20642.3,18075.5,13849.6,13954,16848.9,16343.7,15540.2,0,24505,16844.2,11140.6,14995.5,7805.01,14521.5,16354.8,15535.8,20651.1,20567.4,19162.8,19513.4
Q61646|HPT_MOUSE,Haptoglobin [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain],Hp,130,20,108231,201835,888958,378192,4.16E+06,5.66E+06,4.49E+06,1.23E+06,1.70E+06,2.64E+06,34790.5,103931,193614,0,0,230569,4.65E+06,3.29E+06,7.26E+06,4.58E+06,4.09E+06,206297,7869.56,754.99,6053.62,6438.5,1687.37,15791.5,0,14250.4,398.96,0,249.79,8016.69,8683.4,0,33938.1,10458.9,4406.38,0,11999.9,16333.4
Q91X72|HEMO_MOUSE,Hemopexin,Hpx,177,26,1.40E+07,9.76E+06,1.19E+07,9.61E+06,3.54E+07,3.93E+07,4.66E+07,1.47E+07,2.48E+07,2.70E+07,4.73E+06,6.40E+06,1.37E+07,1.05E+07,1.03E+07,1.73E+07,2.95E+07,3.06E+07,4.82E+07,3.57E+07,5.47E+07,1.18E+07,9.51E+06,9.68E+06,9.81E+06,7.97E+06,1.11E+07,9.07E+06,8.61E+06,9.29E+06,8.87E+06,9.65E+06,1.08E+07,9.60E+06,8.85E+06,9.73E+06,1.29E+07,1.16E+07,9.12E+06,1.03E+07,9.26E+06,8.23E+06
Q9ESB3|HRG_MOUSE,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG),Hrg,48,9,357487,540012,458835,389804,570204,572066,700636,473634,477196,608045,491021,409861,438188,479172,356809,382208,623058,548218,513362,525242,387683,417499,362842,263771,311582,351864,421990,431430,406749,320426,351248,280648,378255,392266,347023,378404,351476,271732,399984,384240,328377,458874
P20029|GRP78_MOUSE,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Hspa5,5,1,3261.03,2235.42,3097.75,3844.44,7991.86,6654.39,9831.34,929.01,7210.53,4855.95,0,2460.46,12693.1,5749.26,4142.44,5332.67,3633.35,5254.6,8843.27,5181.86,8102.12,4623.36,2441.16,3296.01,1825.77,1981.34,2924.47,1899.01,2599.06,0,2329.95,1041.2,1602.3,574.03,2385.32,1917.69,1039.74,3702.78,1730.47,1937.54,1133.13,1348.11
Q9DBD0|ICA_MOUSE,Inhibitor of carbonic anhydrase,Ica,16,4,128053,90013.8,106365,109297,77757.5,132152,52321.2,106755,43129.6,129945,64316.9,54036.7,155823,103811,130417,117389,84165.8,132025,77874.7,87066.2,65790.4,146022,86973.5,108334,95857.6,80517.1,132159,135070,50574.3,58213.2,85648.3,92732.1,111461,64548.2,102279,104980,61155,40293,51045.6,60966.4,53403.7,46911.2
P70389|ALS_MOUSE,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Igfals,4,1,5292.32,0,0,3302.56,5177.25,3739.8,3851.86,4944.65,5582.89,5445.3,0,0,5192.37,2810.26,0,3149.73,3577.49,6483.26,2991.97,4870.68,0,2118.05,5126.22,4484.04,5363.78,0,4746.58,3426.35,2979.52,0,3597.73,4232.92,3432.62,3431.66,0,3001.43,4928.82,5157.92,5352.08,5791.38,3072.61,4510.95
P47877|IBP2_MOUSE,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2) (mIGFBP-2),Igfbp2,5,1,1117.84,1041.82,2307.18,621.46,2310.07,3036.1,4170.05,0,3234.24,1529.46,0,642.72,590.61,0,0,0,916.59,3300.55,2620.18,0,2658.99,460.66,1831.58,1526.62,1248.25,421.57,1087.27,1152.6,795.73,0,1297.25,1343.72,0,706.59,0,0,637.58,958.69,773.88,0,1337.38,0
O88351|IKKB_MOUSE,Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1),Ikbkb,5,1,43342.9,16381.2,20441.3,22450.5,0,23470.5,34460.6,22871.8,0,26529.5,12029.7,0,31706.7,25112.3,30404.7,31513.8,31791.6,23275.4,30150.8,26989.2,34232.5,10614.3,23581.8,20089.7,28481.1,19585.7,36782.9,38514.5,27392.6,0,23892,24473.5,26163.1,19753.7,16416,21993,20717.6,24768.9,15085.6,17195.3,14077.6,12786.9
Q61730|IL1AP_MOUSE,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-33 receptot beta chain),Il1rap,23,4,181063,162203,146631,191248,136374,164865,94254.1,223443,181780,192685,121744,103409,240033,120531,171838,155052,166093,155894,137881,158643,31148.4,179678,183085,178567,199949,64712.3,204559,182418,193619,156812,171454,188932,203326,203171,186620,170173,193156,188721,199986,204217,192503,165802
O55091|IMPCT_MOUSE,Protein IMPACT (Imprinted and ancient gene protein),Impact,6,1,364931,539031,619965,574404,481501,483257,224507,562014,302410,354313,474533,531257,459989,621392,508552,567794,532319,524612,406320,373411,152584,453700,557053,585915,459966,247627,448553,399592,360692,0,454308,394310,478779,381005,475729,519958,607360,371896,306393,420201,485972,509364
Q00651|ITA4_MOUSE,Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (Lymphocyte Peyer patch adhesion molecules subunit alpha) (LPAM subunit alpha) (VLA-4 subunit alpha) (CD antigen CD49d),Itga4,6,1,33286,59096.2,60930.9,66724.4,74936.9,113622,74517.3,89671.7,33634.2,94308.8,31800.8,45526.3,78704,40109.3,64962.7,67678.1,80091.4,95059.3,80454.5,88154.7,52281.3,89268.1,75843.5,82715.4,75434.6,89500.3,69516.1,53977.9,66348.8,63914.2,72307.3,68878.9,76995.2,92899.4,67722.3,60019.4,74527.4,66629.2,61909,69015.8,54170.1,55654.3
B8JK39|ITA9_MOUSE,Integrin alpha-9,Itga9,6,1,140465,176264,179146,197638,84968.4,92340.7,101752,165656,71089.5,145931,181395,165404,178556,183144,188173,164158,133405,112789,119056,125940,116936,112863,193748,184573,268512,253177,222821,266160,223012,0,216975,226582,219708,233659,239102,226871,219072,201900,224432,206512,227245,195530
P09055|ITB1_MOUSE,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),Itgb1,6,1,13318.7,21482.3,26930.5,15008.9,21193.4,14441.8,15231.2,19751.2,13689.5,10339.6,22497.8,22678.7,14787.3,23580.5,20151.3,19895.7,20316.5,21418.2,17878.2,22475.3,10071.5,14407.1,18629.5,17054.1,17500.8,5523.65,14465.7,15262.7,14518.8,0,18656.2,12592.1,12378.6,10146.7,10786.3,15456.9,18977.1,9386.94,15102.9,13465,13901.7,18343.3
Q61702|ITIH1_MOUSE,Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1),Itih1,111,14,724428,704328,705335,697124,920018,914094,962492,853400,969045,949483,444004,523365,885535,654477,710249,704043,957432,997980,923148,999273,549002,794349,616168,589570,599502,445474,563716,535827,619763,579294,578286,545179,510596,445256,464980,465508,661791,598095,679468,679247,571762,576098
Q61703|ITIH2_MOUSE,Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2),Itih2,73,11,675697,877342,871596,832091,990946,777596,1.08E+06,781747,656811,839454,799371,897268,711801,1.01E+06,822508,862441,965432,962150,840032,859015,987199,836717,680514,672865,635749,455535,571970,610513,622234,530899,672010,631839,515285,497918,514051,637781,700451,530434,740853,667423,652689,758570
